Page 1: P72572A (bbox: (36.20020294189453, 770.0149536132812, 110.38021087646484, 794.054931640625), font: MyriadPro-Regular, size: 20.0)
Page 15: with the wavelength. (bbox: (79.37108612060547, 294.95733642578125, 185.3430938720703, 309.38134765625), font: MyriadPro-Regular, size: 12.0)
Page 15: 25 (bbox: (427.9271240234375, 499.22930908203125, 440.2391357421875, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 20 (bbox: (388.5311279296875, 499.22930908203125, 400.8431396484375, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 15 (bbox: (349.1351318359375, 499.22930908203125, 361.4471435546875, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 10 (bbox: (309.7391357421875, 499.22930908203125, 322.0511474609375, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 5 (bbox: (273.4151611328125, 499.22930908203125, 279.5711669921875, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 0 (bbox: (234.01914978027344, 499.22930908203125, 240.17515563964844, 513.6533203125), font: MyriadPro-Regular, size: 12.0)
Page 15: 1.2 (bbox: (214.4831085205078, 323.1292724609375, 229.27911376953125, 337.55328369140625), font: MyriadPro-Regular, size: 12.0)
Page 15: 1.0 (bbox: (214.4831085205078, 350.3572692871094, 229.27911376953125, 364.7812805175781), font: MyriadPro-Regular, size: 12.0)
Page 15: 0.8 (bbox: (214.4831085205078, 377.58526611328125, 229.27911376953125, 392.00927734375), font: MyriadPro-Regular, size: 12.0)
Page 15: 0.6 (bbox: (214.4831085205078, 404.8132629394531, 229.27911376953125, 419.2372741699219), font: MyriadPro-Regular, size: 12.0)
Page 15: 0.4 (bbox: (214.4831085205078, 432.041259765625, 229.27911376953125, 446.46527099609375), font: MyriadPro-Regular, size: 12.0)
Page 15: 0.2 (bbox: (214.4831085205078, 459.2692565917969, 229.27911376953125, 473.6932678222656), font: MyriadPro-Regular, size: 12.0)
Page 15: 0 (bbox: (223.12310791015625, 486.49725341796875, 229.27911376953125, 500.9212646484375), font: MyriadPro-Regular, size: 12.0)
Page 15: wavelength in (bbox: (290.6351318359375, 523.2052612304688, 364.42315673828125, 537.6292724609375), font: MyriadPro-Regular, size: 12.0)
Page 15: μ (bbox: (364.6751708984375, 522.1492919921875, 371.107177734375, 538.3132934570312), font: TimesNewRomanPSMT, size: 12.0)
Page 15: m (bbox: (371.107177734375, 523.2052612304688, 381.11517333984375, 537.6292724609375), font: MyriadPro-Regular, size: 12.0)
Page 15: intensity (bbox: (157.30311584472656, 397.8292541503906, 203.12989807128906, 412.2532653808594), font: MyriadPro-Regular, size: 12.0)
Page 15: in (bbox: (154.15911865234375, 411.833251953125, 166.17112731933594, 426.25726318359375), font: MyriadPro-Regular, size: 12.0)
Page 15: μ (bbox: (166.42311096191406, 410.7772521972656, 172.85511779785156, 426.9412536621094), font: TimesNewRomanPSMT, size: 12.0)
Page 15: W / m (bbox: (172.85511779785156, 411.833251953125, 200.13108825683594, 426.25732421875), font: MyriadPro-Regular, size: 12.0)
Page 15: 2 (bbox: (200.122802734375, 411.1640319824219, 203.7117462158203, 419.5732116699219), font: MyriadPro-Regular, size: 6.995999813079834)
Page 15: Figure 11 (bbox: (272.6715087890625, 547.1160278320312, 322.6034851074219, 561.9840087890625), font: MyriadPro-Bold, size: 12.0)
Page 15:  (bbox: (42.52349853515625, 575.7960205078125, 45.06749725341797, 590.2200317382812), font: MyriadPro-Regular, size: 12.0)
Page 15: Describe how intensity changes with wavelength in Figure 11. (bbox: (73.51950073242188, 575.7959594726562, 389.7677001953125, 590.2200317382812), font: MyriadPro-Regular, size: 12.0)
Page 15: (2) (bbox: (495.8115234375, 589.3560180664062, 510.24755859375, 604.2239990234375), font: MyriadPro-Bold, size: 12.0)
Page 16:  (bbox: (42.51909637451172, 59.9379997253418, 45.06309509277344, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 16: (c)	 Figure 12 shows two cans, a radiant heater and some other apparatus. (bbox: (61.323097229003906, 59.9379997253418, 429.50738525390625, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 16:  (bbox: (42.51909637451172, 83.91401672363281, 45.06309509277344, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 16: The cans absorb thermal radiation from the heater. (bbox: (73.51509094238281, 83.91401672363281, 333.68487548828125, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 16:  (bbox: (42.51909637451172, 107.89002990722656, 45.06309509277344, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
Page 16: One can has a matt black surface and the other can has a shiny silver surface. (bbox: (73.51509094238281, 107.89002990722656, 464.1982421875, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
Page 16:  (bbox: (42.51909637451172, 131.8660430908203, 45.06309509277344, 146.2900390625), font: MyriadPro-Regular, size: 12.0)
Page 16: Both cans contain water at the same temperature. (bbox: (73.51509094238281, 131.86598205566406, 329.379150390625, 146.2900390625), font: MyriadPro-Regular, size: 12.0)
Page 16: metal can with (bbox: (58.09559631347656, 186.5001983642578, 134.93161010742188, 200.9241943359375), font: MyriadPro-Regular, size: 12.0)
Page 16: matt black (bbox: (68.77559661865234, 200.5042266845703, 124.2516098022461, 214.92822265625), font: MyriadPro-Regular, size: 12.0)
Page 16: surface (bbox: (77.1156005859375, 214.5082550048828, 113.36760711669922, 228.9322509765625), font: MyriadPro-Regular, size: 12.0)
Page 16: metal can with (bbox: (462.87957763671875, 186.5122833251953, 539.7154541015625, 200.936279296875), font: MyriadPro-Regular, size: 12.0)
Page 16: shiny silver (bbox: (472.45556640625, 200.5163116455078, 530.1502685546875, 214.9403076171875), font: MyriadPro-Regular, size: 12.0)
Page 16: surface (bbox: (481.91156005859375, 214.5203399658203, 518.16357421875, 228.9443359375), font: MyriadPro-Regular, size: 12.0)
Page 16: thermometer (bbox: (207.78355407714844, 157.46034240722656, 274.8515625, 171.88433837890625), font: MyriadPro-Regular, size: 12.0)
Page 16: cold water (bbox: (81.36355590820312, 244.90431213378906, 134.00753784179688, 259.32830810546875), font: MyriadPro-Regular, size: 12.0)
Page 16: cold water (bbox: (460.7196044921875, 244.90431213378906, 513.3637084960938, 259.32830810546875), font: MyriadPro-Regular, size: 12.0)
Page 16: radiant heater (bbox: (261.507568359375, 258.78826904296875, 331.80364990234375, 273.2122802734375), font: MyriadPro-Regular, size: 12.0)
Page 16: stop clock (bbox: (275.53558349609375, 307.25628662109375, 326.19964599609375, 321.6802978515625), font: MyriadPro-Regular, size: 12.0)
Page 16: thermometer (bbox: (447.3065185546875, 157.4451446533203, 514.3734130859375, 171.869140625), font: MyriadPro-Regular, size: 12.0)
Page 16: Figure 12 (bbox: (272.6715087890625, 352.69439697265625, 322.6034851074219, 367.5624084472656), font: MyriadPro-Bold, size: 12.0)
Page 16:  (bbox: (42.52349853515625, 381.3624267578125, 45.06749725341797, 395.78643798828125), font: MyriadPro-Regular, size: 12.0)
Page 16: Describe how a student could use the apparatus in Figure 12 to determine which (bbox: (73.51950073242188, 381.3623962402344, 487.06268310546875, 395.78643798828125), font: MyriadPro-Regular, size: 12.0)
Page 16: can is the better absorber of thermal radiation. (bbox: (79.37549591064453, 395.36639404296875, 313.11041259765625, 409.7904052734375), font: MyriadPro-Regular, size: 12.0)
Page 16: (4) (bbox: (495.81146240234375, 408.9263916015625, 510.24749755859375, 423.7944030761719), font: MyriadPro-Bold, size: 12.0)
Page 16: (Total for Question 6 = 9 marks) (bbox: (342.19970703125, 658.2881469726562, 510.22259521484375, 673.1561279296875), font: MyriadPro-Bold, size: 12.0)
Page 17: 7 (bbox: (42.51909637451172, 59.49399948120117, 49.17909622192383, 74.36199951171875), font: MyriadPro-Bold, size: 12.0)
Page 17: This question is about radioactivity and its uses. (bbox: (49.179100036621094, 59.9379997253418, 299.55804443359375, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (42.51909637451172, 83.91401672363281, 45.06309509277344, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 17: (a)	 Which of these radiations does (bbox: (60.91510009765625, 83.91401672363281, 236.0551300048828, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 17: not (bbox: (236.30714416503906, 83.47001647949219, 254.66717529296875, 98.3380126953125), font: MyriadPro-Bold, size: 12.0)
Page 17: have a charge? (bbox: (254.6671600341797, 83.91401672363281, 332.09124755859375, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 17: (1) (bbox: (495.80712890625, 97.47404479980469, 510.2431640625, 112.342041015625), font: MyriadPro-Bold, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 119.71702575683594, 90.95600128173828, 134.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: A (bbox: (105.81210327148438, 119.71702575683594, 116.10810089111328, 134.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: alpha (bbox: (116.10810089111328, 120.16102600097656, 151.77200317382812, 134.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 143.71702575683594, 90.95600128173828, 158.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: B (bbox: (105.81210327148438, 143.71702575683594, 115.4841079711914, 158.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: beta minus (bbox: (115.4841079711914, 144.16102600097656, 180.11599731445312, 158.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 167.71702575683594, 90.95600128173828, 182.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: C (bbox: (105.81210327148438, 167.71702575683594, 115.37610626220703, 182.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: beta plus (bbox: (115.37610626220703, 168.16102600097656, 170.3000030517578, 182.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 191.71702575683594, 90.95600128173828, 206.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: D (bbox: (105.81210327148438, 191.71702575683594, 116.58809661865234, 206.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: gamma (bbox: (116.58809661865234, 192.16102600097656, 162.1759796142578, 206.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (42.512001037597656, 235.98500061035156, 45.055999755859375, 250.40899658203125), font: MyriadPro-Regular, size: 12.0)
Page 17: (b)	 Which of these radiations is used in smoke detectors? (bbox: (59.900001525878906, 235.98500061035156, 346.9869384765625, 250.40899658203125), font: MyriadPro-Regular, size: 12.0)
Page 17: (1) (bbox: (495.79998779296875, 249.54502868652344, 510.23602294921875, 264.41302490234375), font: MyriadPro-Bold, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 263.7170104980469, 90.95600128173828, 278.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: A (bbox: (105.81210327148438, 263.7170104980469, 116.10810089111328, 278.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: alpha (bbox: (116.10810089111328, 264.1610107421875, 151.77200317382812, 278.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 287.7170104980469, 90.95600128173828, 302.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: B (bbox: (105.81210327148438, 287.7170104980469, 115.4841079711914, 302.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: beta minus (bbox: (115.4841079711914, 288.1610107421875, 180.11599731445312, 302.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 311.7170104980469, 90.95600128173828, 326.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: C (bbox: (105.81210327148438, 311.7170104980469, 115.37610626220703, 326.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: beta plus (bbox: (115.37610626220703, 312.1610107421875, 170.3000030517578, 326.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (88.53199768066406, 335.7170104980469, 90.95600128173828, 350.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: D (bbox: (105.81210327148438, 335.7170104980469, 116.58809661865234, 350.58502197265625), font: MyriadPro-Bold, size: 12.0)
Page 17: gamma (bbox: (116.58809661865234, 336.1610107421875, 162.1759796142578, 350.58502197265625), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (42.512001037597656, 379.9850158691406, 45.055999755859375, 394.4090270996094), font: MyriadPro-Regular, size: 12.0)
Page 17: (c)	 The diagram in Figure 13 shows a radioactive source used to check the thickness (bbox: (61.316001892089844, 379.9850158691406, 484.72320556640625, 394.4090270996094), font: MyriadPro-Regular, size: 12.0)
Page 17: of paper. (bbox: (79.3639907836914, 393.989013671875, 123.4759750366211, 408.41302490234375), font: MyriadPro-Regular, size: 12.0)
Page 17: paper pulp (bbox: (76.63580322265625, 436.5625, 131.90780639648438, 450.98651123046875), font: MyriadPro-Regular, size: 12.0)
Page 17: machine to (bbox: (101.55979919433594, 477.926513671875, 160.69580078125, 492.35052490234375), font: MyriadPro-Regular, size: 12.0)
Page 17: adjust pressure (bbox: (91.7677993774414, 491.9305114746094, 170.48660278320312, 506.3545227050781), font: MyriadPro-Regular, size: 12.0)
Page 17: of rollers on (bbox: (100.01179504394531, 505.93450927734375, 162.23179626464844, 520.3585205078125), font: MyriadPro-Regular, size: 12.0)
Page 17: paper pulp (bbox: (102.21978759765625, 519.9385375976562, 157.49179077148438, 534.362548828125), font: MyriadPro-Regular, size: 12.0)
Page 17: counter (bbox: (314.03179931640625, 515.4505004882812, 352.98382568359375, 529.87451171875), font: MyriadPro-Regular, size: 12.0)
Page 17: detector (bbox: (375.68780517578125, 477.8905029296875, 418.3238525390625, 492.31451416015625), font: MyriadPro-Regular, size: 12.0)
Page 17: radioactive (bbox: (375.68780517578125, 419.57049560546875, 433.80267333984375, 433.9945068359375), font: MyriadPro-Regular, size: 12.0)
Page 17: source (bbox: (375.68780517578125, 433.5744934082031, 408.7598571777344, 447.9985046386719), font: MyriadPro-Regular, size: 12.0)
Page 17: sheet (bbox: (479.15179443359375, 441.54248046875, 509.10382080078125, 455.96649169921875), font: MyriadPro-Regular, size: 12.0)
Page 17: of paper (bbox: (479.15179443359375, 455.5464782714844, 521.4182739257812, 469.9704895019531), font: MyriadPro-Regular, size: 12.0)
Page 17: rollers (bbox: (248.8357696533203, 420.99847412109375, 279.579833984375, 435.4224853515625), font: MyriadPro-Regular, size: 12.0)
Page 17: Figure 13 (bbox: (272.6715087890625, 543.8641357421875, 322.6034851074219, 558.7321166992188), font: MyriadPro-Bold, size: 12.0)
Page 17:  (bbox: (42.52349853515625, 572.5321044921875, 45.06749725341797, 586.9561157226562), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (60.94349670410156, 572.5321044921875, 63.48749542236328, 586.9561157226562), font: MyriadPro-Regular, size: 12.0)
Page 17: (i)	 Name the type of radiation used to check the thickness of the paper. (bbox: (80.89949798583984, 572.5321044921875, 440.455810546875, 586.9561157226562), font: MyriadPro-Regular, size: 12.0)
Page 17: (1) (bbox: (495.79949951171875, 586.0921020507812, 510.23553466796875, 600.9600830078125), font: MyriadPro-Bold, size: 12.0)
Page 17:  (bbox: (42.51909637451172, 642.8843994140625, 45.06309509277344, 657.3084106445312), font: MyriadPro-Regular, size: 12.0)
Page 17:  (bbox: (60.94389343261719, 642.8843994140625, 63.487892150878906, 657.3084106445312), font: MyriadPro-Regular, size: 12.0)
Page 17: (ii)	 Give the name of (bbox: (78.08709716796875, 642.8843994140625, 186.14710998535156, 657.3084106445312), font: MyriadPro-Regular, size: 12.0)
Page 17: one (bbox: (186.3990936279297, 642.4404296875, 206.6910858154297, 657.3084106445312), font: MyriadPro-Bold, size: 12.0)
Page 17: device which could detect this type of radiation. (bbox: (206.6910858154297, 642.8843994140625, 450.69830322265625, 657.3084106445312), font: MyriadPro-Regular, size: 12.0)
Page 17: (1) (bbox: (495.79510498046875, 656.4444580078125, 510.23114013671875, 671.3124389648438), font: MyriadPro-Bold, size: 12.0)
Page 18:  (bbox: (42.51909637451172, 59.9379997253418, 45.06309509277344, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 18: When the paper is the correct thickness, the count rate is 4000 counts per minute. (bbox: (73.51869201660156, 59.9379997253418, 488.89569091796875, 74.36199951171875), font: MyriadPro-Regular, size: 12.0)
Page 18:  (bbox: (42.51909637451172, 83.91401672363281, 45.06309509277344, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 18:  (bbox: (60.93909454345703, 83.91401672363281, 63.48309326171875, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 18: (iii)	 The count rate increases when the paper gets thinner. (bbox: (75.27909851074219, 83.91401672363281, 367.44207763671875, 98.3380126953125), font: MyriadPro-Regular, size: 12.0)
Page 18:  (bbox: (42.51909637451172, 107.89002990722656, 45.06309509277344, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
Page 18:  (bbox: (60.93909454345703, 107.89002990722656, 63.48309326171875, 122.31402587890625), font: MyriadPro-Regular, size: 12.0)
